4164,Private,Other-service,Female,>50K
4165,Private,Exec-managerial,Female,<=50K
4166,Private,Other-service,Female,<=50K
4167,Local-gov,Exec-managerial,Male,<=50K
4168,Private,Other-service,Female,<=50K
4169,?,?,Female,>50K
4170,Self-emp-not-inc,Sales,Male,<=50K
4171,Local-gov,Other-service,Female,<=50K
4172,Private,Tech-support,Male,>50K
4173,Private,Farming-fishing,Female,<=50K
4174,?,?,Female,<=50K
4175,Self-emp-inc,Other-service,Male,<=50K
4176,Local-gov,Craft-repair,Male,>50K
4177,Private,Exec-managerial,Male,>50K
4178,Private,Adm-clerical,Male,<=50K
4179,Local-gov,Prof-specialty,Female,<=50K
4180,Private,Transport-moving,Male,<=50K
4181,Private,Other-service,Female,<=50K
4182,Private,Sales,Male,>50K
4183,Private,Craft-repair,Male,<=50K
4184,Private,Prof-specialty,Male,<=50K
4185,Private,Adm-clerical,Male,<=50K
4186,Private,Craft-repair,Male,<=50K
4187,Private,Machine-op-inspct,Female,<=50K
4188,Private,Transport-moving,Male,<=50K
4189,Self-emp-not-inc,Exec-managerial,Male,<=50K
4190,Private,Craft-repair,Male,<=50K
4191,Private,Machine-op-inspct,Female,<=50K
4192,Private,Machine-op-inspct,Male,<=50K
4193,Private,Sales,Male,<=50K
4194,Private,Craft-repair,Male,<=50K
4195,Private,Craft-repair,Male,<=50K
4196,Self-emp-inc,Prof-specialty,Male,<=50K
4197,Federal-gov,Protective-serv,Male,<=50K
4198,Private,Machine-op-inspct,Female,<=50K
4199,Private,Other-service,Female,<=50K
4200,?,?,Male,<=50K
4201,Private,Machine-op-inspct,Male,<=50K
4202,Private,Exec-managerial,Female,<=50K
4203,Private,Exec-managerial,Male,>50K
4204,Self-emp-not-inc,Farming-fishing,Male,<=50K
4205,Private,Other-service,Female,<=50K
4206,Private,Machine-op-inspct,Female,<=50K
4207,Private,Sales,Female,<=50K
4208,Local-gov,Prof-specialty,Female,>50K
4209,Private,Tech-support,Female,<=50K
4210,Private,Prof-specialty,Male,>50K
4211,Private,Farming-fishing,Male,<=50K
4212,?,?,Female,<=50K
4213,Private,Machine-op-inspct,Male,<=50K
4214,Self-emp-not-inc,Craft-repair,Male,<=50K
4215,?,?,Female,>50K
4216,Private,Sales,Male,<=50K
4217,?,?,Female,<=50K
4218,Private,Sales,Male,<=50K
4219,Private,Prof-specialty,Female,<=50K
4220,Private,Adm-clerical,Female,<=50K
4221,Private,Sales,Female,<=50K
4222,Private,Craft-repair,Male,>50K
4223,Private,Craft-repair,Male,<=50K
4224,Private,Other-service,Female,<=50K
4225,Self-emp-inc,Adm-clerical,Male,<=50K
4226,Private,Other-service,Female,<=50K
4227,Local-gov,Other-service,Male,<=50K
4228,Private,Adm-clerical,Female,<=50K
4229,Local-gov,Transport-moving,Female,<=50K
4230,Private,Craft-repair,Male,<=50K
4231,Self-emp-not-inc,Exec-managerial,Male,<=50K
4232,Private,Exec-managerial,Male,>50K
4233,Private,Prof-specialty,Female,<=50K
4234,Private,Exec-managerial,Female,<=50K
4235,State-gov,Prof-specialty,Male,<=50K
4236,Self-emp-not-inc,Prof-specialty,Male,<=50K
4237,Private,Transport-moving,Male,<=50K
4238,Private,Exec-managerial,Male,>50K
4239,Private,Sales,Female,<=50K
4240,?,?,Male,<=50K
4241,Private,Prof-specialty,Male,<=50K
4242,Private,Craft-repair,Male,<=50K
4243,Private,Craft-repair,Male,<=50K
4244,Self-emp-not-inc,Sales,Male,<=50K
4245,Federal-gov,Craft-repair,Male,<=50K
4246,Local-gov,Prof-specialty,Female,>50K
4247,Private,Handlers-cleaners,Male,<=50K
4248,Private,Other-service,Female,<=50K
4249,Private,Sales,Male,<=50K
4250,Federal-gov,Machine-op-inspct,Male,<=50K
4251,Private,Tech-support,Female,<=50K
4252,Private,Craft-repair,Male,<=50K
4253,Private,Adm-clerical,Female,<=50K
4254,Private,Handlers-cleaners,Male,<=50K
4255,Private,Tech-support,Male,>50K
4256,Private,Adm-clerical,Female,<=50K
4257,Private,Craft-repair,Male,>50K
4258,Self-emp-not-inc,Transport-moving,Male,>50K
4259,Private,Other-service,Male,<=50K
4260,Private,Sales,Male,<=50K
4261,Private,Other-service,Male,<=50K
4262,Private,Adm-clerical,Female,<=50K
4263,Private,Farming-fishing,Female,<=50K
4264,Private,Exec-managerial,Male,>50K
4265,Private,Exec-managerial,Male,>50K
4266,Private,Prof-specialty,Male,>50K
4267,Private,Craft-repair,Male,>50K
4268,Private,Transport-moving,Male,<=50K
4269,Private,Other-service,Male,<=50K
4270,Federal-gov,Adm-clerical,Female,<=50K
4271,Private,Exec-managerial,Male,>50K
4272,?,?,Male,<=50K
4273,Private,Other-service,Female,<=50K
4274,Local-gov,Prof-specialty,Female,<=50K
4275,Private,Handlers-cleaners,Male,<=50K
4276,Private,Sales,Female,<=50K
4277,Private,Sales,Male,<=50K
4278,Private,Adm-clerical,Male,<=50K
4279,Private,Prof-specialty,Female,<=50K
4280,Private,Handlers-cleaners,Male,<=50K
4281,Federal-gov,Other-service,Female,<=50K
4282,Private,Sales,Female,<=50K
4283,Private,Other-service,Male,<=50K
4284,Private,Machine-op-inspct,Female,<=50K
4285,Private,Machine-op-inspct,Male,>50K
4286,Private,Adm-clerical,Female,<=50K
4287,Private,Machine-op-inspct,Male,<=50K
4288,?,?,Female,<=50K
4289,Private,Sales,Male,<=50K
4290,Self-emp-not-inc,Craft-repair,Male,<=50K
4291,Private,Machine-op-inspct,Male,<=50K
4292,Private,Exec-managerial,Female,<=50K
4293,Private,Prof-specialty,Male,<=50K
4294,Private,Prof-specialty,Female,<=50K
4295,Private,Sales,Male,<=50K
4296,Private,Other-service,Male,<=50K
4297,Local-gov,Exec-managerial,Male,>50K
4298,Private,Other-service,Female,<=50K
4299,?,?,Female,<=50K
4300,Private,Sales,Female,<=50K
4301,Private,Farming-fishing,Male,<=50K
4302,Private,Other-service,Male,<=50K
4303,Private,Craft-repair,Male,<=50K
4304,Private,Craft-repair,Male,>50K
4305,Private,Adm-clerical,Male,<=50K
4306,Private,Tech-support,Male,>50K
4307,Private,Machine-op-inspct,Male,<=50K
4308,Self-emp-not-inc,Farming-fishing,Male,<=50K
4309,?,?,Female,<=50K
4310,Private,Tech-support,Female,<=50K
4311,Self-emp-not-inc,Sales,Male,>50K
4312,Private,Prof-specialty,Male,>50K
4313,Private,Craft-repair,Male,<=50K
4314,Private,Exec-managerial,Female,<=50K
4315,?,?,Male,<=50K
4316,Self-emp-not-inc,Craft-repair,Female,<=50K
4317,Private,Adm-clerical,Male,<=50K
4318,Private,Adm-clerical,Female,<=50K
4319,Private,Exec-managerial,Male,<=50K
4320,Private,Craft-repair,Male,<=50K
4321,Private,Adm-clerical,Male,<=50K
4322,Private,Exec-managerial,Male,>50K
4323,Self-emp-not-inc,Craft-repair,Male,<=50K
4324,Private,Prof-specialty,Female,<=50K
4325,Private,Craft-repair,Male,<=50K
4326,Private,Transport-moving,Male,<=50K
4327,Private,Exec-managerial,Male,>50K
4328,Private,Handlers-cleaners,Male,<=50K
4329,Private,Exec-managerial,Male,>50K
4330,Local-gov,Protective-serv,Male,>50K
4331,Self-emp-not-inc,Exec-managerial,Male,<=50K
4332,Private,Prof-specialty,Male,<=50K
4333,Self-emp-inc,Exec-managerial,Male,<=50K
4334,Local-gov,Sales,Male,<=50K
4335,Private,Prof-specialty,Male,<=50K
4336,Private,Other-service,Female,<=50K
4337,?,?,Male,<=50K
4338,Self-emp-inc,Prof-specialty,Male,>50K
4339,Federal-gov,Prof-specialty,Male,>50K
4340,Private,Adm-clerical,Female,<=50K
4341,Private,Craft-repair,Male,>50K
4342,Private,Sales,Female,<=50K
4343,Local-gov,Prof-specialty,Male,>50K
4344,Private,Transport-moving,Male,>50K
4345,Self-emp-not-inc,Exec-managerial,Male,<=50K
4346,Private,Adm-clerical,Female,<=50K
4347,Private,Exec-managerial,Female,<=50K
4348,Private,Handlers-cleaners,Female,<=50K
4349,Private,Exec-managerial,Male,>50K
4350,Private,Handlers-cleaners,Male,<=50K
4351,Private,Machine-op-inspct,Male,>50K
4352,Private,Transport-moving,Male,<=50K
4353,Private,Prof-specialty,Female,<=50K
4354,Federal-gov,Prof-specialty,Male,>50K
4355,Private,Craft-repair,Male,<=50K
4356,Federal-gov,Exec-managerial,Male,<=50K
4357,Private,Craft-repair,Male,<=50K
4358,Federal-gov,Adm-clerical,Female,<=50K
4359,Private,Prof-specialty,Female,>50K
4360,Private,Prof-specialty,Male,<=50K
4361,Private,Handlers-cleaners,Male,<=50K
4362,Private,Craft-repair,Female,<=50K
4363,Federal-gov,Transport-moving,Male,<=50K
4364,Private,Exec-managerial,Female,<=50K
4365,Private,Sales,Male,>50K
4366,Private,Sales,Male,>50K
4367,Private,Machine-op-inspct,Male,<=50K
4368,Private,Exec-managerial,Female,>50K
4369,?,?,Female,<=50K
4370,Private,Machine-op-inspct,Male,<=50K
4371,Private,Transport-moving,Male,<=50K
4372,Private,Exec-managerial,Female,<=50K
4373,Private,Adm-clerical,Male,<=50K
4374,Self-emp-not-inc,Prof-specialty,Male,>50K
4375,Private,Craft-repair,Male,<=50K
4376,Private,Exec-managerial,Male,<=50K
4377,Private,Prof-specialty,Male,<=50K
4378,Private,Machine-op-inspct,Female,>50K
4379,Local-gov,Sales,Male,<=50K
4380,Private,Exec-managerial,Male,>50K
4381,Self-emp-not-inc,Exec-managerial,Male,>50K
4382,Private,Machine-op-inspct,Female,<=50K
4383,Private,Sales,Female,<=50K
4384,Private,Machine-op-inspct,Male,<=50K
4385,Private,Craft-repair,Male,<=50K
4386,Federal-gov,Craft-repair,Male,<=50K
4387,Private,Adm-clerical,Female,<=50K
4388,Private,Craft-repair,Male,<=50K
4389,Self-emp-inc,Craft-repair,Male,>50K
4390,Self-emp-not-inc,Prof-specialty,Female,>50K
4391,Private,Craft-repair,Male,<=50K
4392,Private,Other-service,Male,<=50K
4393,?,?,Male,<=50K
4394,Private,Prof-specialty,Male,<=50K
4395,Private,Handlers-cleaners,Male,<=50K
4396,Private,Sales,Female,<=50K
4397,Private,Prof-specialty,Female,<=50K
4398,Private,Sales,Male,<=50K
4399,Private,Exec-managerial,Female,<=50K
4400,Private,Other-service,Female,<=50K
4401,Local-gov,Exec-managerial,Female,>50K
4402,Private,Sales,Female,<=50K
4403,Private,Sales,Male,<=50K
4404,Private,Craft-repair,Male,>50K
4405,Private,Exec-managerial,Male,>50K
4406,Private,Adm-clerical,Female,<=50K
4407,Self-emp-inc,Sales,Male,>50K
4408,Private,Adm-clerical,Male,<=50K
4409,?,?,Female,<=50K
4410,Private,Transport-moving,Male,<=50K
4411,Private,Prof-specialty,Male,>50K
4412,Private,Other-service,Female,<=50K
4413,?,?,Female,<=50K
4414,Private,Adm-clerical,Female,<=50K
4415,Self-emp-not-inc,Craft-repair,Male,<=50K
4416,Private,Adm-clerical,Female,<=50K
4417,Self-emp-inc,Adm-clerical,Male,>50K
4418,Private,Exec-managerial,Female,<=50K
4419,Private,Other-service,Male,<=50K
4420,Private,Machine-op-inspct,Male,<=50K
4421,Private,Exec-managerial,Male,>50K
4422,?,?,Female,<=50K
4423,Private,Craft-repair,Male,<=50K
4424,Self-emp-not-inc,Sales,Female,<=50K
4425,Private,Craft-repair,Male,<=50K
4426,Private,Transport-moving,Male,<=50K
4427,Private,Other-service,Female,<=50K
4428,Private,Adm-clerical,Male,<=50K
4429,Private,Handlers-cleaners,Male,<=50K
4430,Private,Adm-clerical,Female,<=50K
4431,Private,Adm-clerical,Female,<=50K
4432,Self-emp-not-inc,Exec-managerial,Male,<=50K
4433,State-gov,Prof-specialty,Male,>50K
4434,Private,Tech-support,Male,<=50K
4435,?,?,Female,<=50K
4436,Private,Exec-managerial,Male,<=50K
4437,?,?,Female,>50K
4438,Private,Prof-specialty,Male,>50K
4439,Private,Sales,Male,<=50K
4440,Self-emp-inc,Prof-specialty,Male,>50K
4441,Self-emp-inc,Prof-specialty,Male,>50K
4442,Private,Exec-managerial,Female,<=50K
4443,Private,Sales,Male,>50K
4444,Private,Machine-op-inspct,Male,<=50K
4445,Local-gov,Exec-managerial,Male,>50K
4446,Private,Other-service,Female,<=50K
4447,Private,Exec-managerial,Female,<=50K
4448,Federal-gov,Adm-clerical,Male,<=50K
4449,Private,Craft-repair,Male,<=50K
4450,Self-emp-inc,Sales,Male,<=50K
4451,Private,Craft-repair,Female,<=50K
4452,Self-emp-inc,Adm-clerical,Female,<=50K
4453,Private,Adm-clerical,Female,<=50K
4454,Private,Sales,Male,<=50K
4455,Self-emp-not-inc,Craft-repair,Male,<=50K
4456,State-gov,Prof-specialty,Male,<=50K
4457,State-gov,Protective-serv,Male,<=50K
4458,Self-emp-not-inc,Farming-fishing,Male,<=50K
4459,State-gov,Prof-specialty,Male,<=50K
4460,?,?,Female,<=50K
4461,Private,Other-service,Male,<=50K
4462,Private,Sales,Male,<=50K
4463,Private,Adm-clerical,Female,<=50K
4464,?,?,Male,<=50K
4465,Private,Exec-managerial,Male,>50K
4466,Private,Prof-specialty,Female,>50K
4467,Private,Sales,Male,<=50K
4468,Private,Machine-op-inspct,Female,<=50K
4469,Private,Sales,Male,<=50K
4470,Private,Transport-moving,Male,>50K
4471,Private,Adm-clerical,Male,>50K
4472,Private,Adm-clerical,Female,<=50K
4473,Private,Transport-moving,Male,>50K
4474,Self-emp-not-inc,Prof-specialty,Male,>50K
4475,State-gov,Prof-specialty,Male,>50K
4476,Private,Craft-repair,Male,<=50K
4477,State-gov,Other-service,Male,<=50K
4478,Private,Exec-managerial,Female,>50K
4479,Federal-gov,Prof-specialty,Male,>50K
4480,Private,Sales,Male,<=50K
4481,Private,Prof-specialty,Male,<=50K
4482,Private,Exec-managerial,Female,<=50K
4483,Private,Sales,Male,<=50K
4484,Private,Adm-clerical,Female,<=50K
4485,Private,Adm-clerical,Female,<=50K
4486,Private,Craft-repair,Male,>50K
4487,Private,Other-service,Male,<=50K
4488,Private,Prof-specialty,Female,<=50K
4489,Private,Other-service,Male,<=50K
4490,Private,Sales,Male,<=50K
4491,Private,Sales,Male,>50K
4492,Local-gov,Prof-specialty,Female,>50K
4493,Private,Sales,Female,<=50K
4494,Private,Craft-repair,Male,<=50K
4495,State-gov,Exec-managerial,Male,>50K
4496,Self-emp-not-inc,Farming-fishing,Male,<=50K
4497,Private,Craft-repair,Male,<=50K
4498,Private,Other-service,Female,<=50K
4499,?,?,Male,<=50K
4500,?,?,Female,<=50K
4501,Private,Handlers-cleaners,Male,<=50K
4502,Private,Exec-managerial,Male,>50K
4503,Private,Prof-specialty,Female,<=50K
4504,Local-gov,Prof-specialty,Female,<=50K
4505,Private,Transport-moving,Male,<=50K
4506,Private,Handlers-cleaners,Male,<=50K
4507,Private,Machine-op-inspct,Male,<=50K
4508,Private,Handlers-cleaners,Male,<=50K
4509,Self-emp-inc,Machine-op-inspct,Female,<=50K
4510,Private,Other-service,Female,<=50K
4511,Private,Exec-managerial,Male,<=50K
4512,Private,Craft-repair,Male,<=50K
4513,Private,Other-service,Male,<=50K
4514,Federal-gov,Exec-managerial,Female,<=50K
4515,Federal-gov,Adm-clerical,Male,<=50K
4516,Private,Adm-clerical,Female,<=50K
4517,Private,Sales,Male,<=50K
4518,Private,Transport-moving,Male,>50K
4519,?,?,Male,<=50K
4520,Private,Other-service,Male,<=50K
4521,Private,Handlers-cleaners,Male,<=50K
4522,Private,Adm-clerical,Female,<=50K
4523,Local-gov,Prof-specialty,Male,<=50K
4524,Private,Craft-repair,Male,<=50K
4525,Private,Exec-managerial,Female,<=50K
4526,Private,Machine-op-inspct,Female,<=50K
4527,Private,Other-service,Male,<=50K
4528,Self-emp-not-inc,Other-service,Female,<=50K
4529,Private,Adm-clerical,Male,<=50K
4530,Local-gov,Exec-managerial,Female,<=50K
4531,?,?,Male,<=50K
4532,Private,Handlers-cleaners,Female,<=50K
4533,Self-emp-not-inc,Machine-op-inspct,Male,>50K
4534,Private,Handlers-cleaners,Female,<=50K
4535,Private,Sales,Male,<=50K
4536,Local-gov,Prof-specialty,Female,<=50K
4537,Private,Prof-specialty,Male,>50K
4538,Private,Sales,Female,<=50K
4539,State-gov,Prof-specialty,Male,>50K
4540,Private,Adm-clerical,Female,>50K
4541,Private,Adm-clerical,Female,<=50K
4542,Private,Farming-fishing,Male,<=50K
4543,Private,Farming-fishing,Male,>50K
4544,Private,Craft-repair,Male,<=50K
4545,Private,Exec-managerial,Female,>50K
4546,Self-emp-not-inc,Prof-specialty,Male,>50K
4547,Private,Craft-repair,Male,<=50K
4548,?,?,Male,<=50K
4549,Private,Exec-managerial,Male,>50K
4550,Self-emp-not-inc,Machine-op-inspct,Male,>50K
4551,State-gov,Prof-specialty,Male,<=50K
4552,Private,Craft-repair,Male,<=50K
4553,?,?,Male,<=50K
4554,Private,Other-service,Male,<=50K
4555,Private,Handlers-cleaners,Male,>50K
4556,Private,Adm-clerical,Female,<=50K
4557,Private,Sales,Female,<=50K
4558,State-gov,Transport-moving,Male,<=50K
4559,Self-emp-not-inc,Exec-managerial,Male,>50K
4560,Private,Machine-op-inspct,Male,<=50K
4561,Local-gov,Other-service,Male,<=50K
4562,Private,Other-service,Female,<=50K
4563,Private,Sales,Male,<=50K
4564,Private,Adm-clerical,Female,<=50K
4565,Private,Craft-repair,Male,<=50K
4566,Private,Sales,Male,>50K
4567,Local-gov,Prof-specialty,Male,<=50K
4568,Private,Protective-serv,Male,<=50K
4569,Private,Adm-clerical,Female,<=50K
4570,Private,Adm-clerical,Female,<=50K
4571,Private,Exec-managerial,Male,>50K
4572,Private,Handlers-cleaners,Male,<=50K
4573,Private,Adm-clerical,Female,<=50K
4574,Self-emp-inc,Farming-fishing,Male,<=50K
4575,Private,Prof-specialty,Female,>50K
4576,Private,Machine-op-inspct,Female,<=50K
4577,State-gov,Protective-serv,Male,<=50K
4578,Private,Other-service,Female,<=50K
4579,Private,Prof-specialty,Female,<=50K
4580,Private,Other-service,Male,<=50K
4581,Private,Transport-moving,Male,<=50K
4582,Private,Adm-clerical,Female,<=50K
4583,Private,Sales,Female,<=50K
4584,Private,Sales,Male,>50K
4585,Private,Other-service,Male,<=50K
4586,Private,Adm-clerical,Female,<=50K
4587,Private,Adm-clerical,Female,<=50K
4588,Private,Other-service,Female,<=50K
4589,Private,Machine-op-inspct,Female,<=50K
4590,Private,Sales,Male,<=50K
4591,Private,Craft-repair,Male,<=50K
4592,?,?,Female,>50K
4593,Private,Exec-managerial,Male,>50K
4594,Private,Other-service,Male,<=50K
4595,Private,Sales,Male,>50K
4596,Self-emp-not-inc,Craft-repair,Male,<=50K
4597,Private,Exec-managerial,Male,>50K
4598,State-gov,Prof-specialty,Female,<=50K
4599,Self-emp-inc,Machine-op-inspct,Male,>50K
4600,Private,Craft-repair,Male,>50K
4601,Private,Other-service,Female,<=50K
4602,Private,Transport-moving,Female,<=50K
4603,Private,Craft-repair,Male,>50K
4604,Private,Adm-clerical,Female,<=50K
4605,Private,Sales,Female,<=50K
4606,?,?,Female,<=50K
4607,?,?,Female,<=50K
4608,Private,Exec-managerial,Female,<=50K
4609,Local-gov,Other-service,Female,<=50K
4610,Private,Craft-repair,Male,<=50K
4611,Private,Sales,Male,<=50K
4612,Private,Prof-specialty,Male,>50K
4613,?,?,Male,<=50K
4614,Self-emp-not-inc,Farming-fishing,Male,<=50K
4615,Private,Transport-moving,Male,<=50K
4616,Private,Adm-clerical,Female,<=50K
4617,Federal-gov,Prof-specialty,Male,<=50K
4618,Private,Exec-managerial,Male,>50K
4619,State-gov,Protective-serv,Male,<=50K
4620,Private,Exec-managerial,Male,<=50K
4621,?,?,Male,<=50K
4622,Private,Exec-managerial,Male,>50K
4623,Private,Other-service,Female,<=50K
4624,Private,Sales,Female,<=50K
4625,Private,Prof-specialty,Male,>50K
4626,Self-emp-not-inc,Handlers-cleaners,Male,<=50K
4627,?,?,Male,<=50K
4628,Private,Craft-repair,Male,<=50K
4629,Private,Adm-clerical,Female,>50K
4630,Private,Craft-repair,Male,<=50K
4631,Private,Adm-clerical,Male,<=50K
4632,Private,Transport-moving,Male,>50K
4633,Private,Other-service,Female,<=50K
4634,Private,Tech-support,Male,<=50K
4635,Private,Prof-specialty,Male,<=50K
4636,Private,Craft-repair,Male,>50K
4637,Self-emp-not-inc,Craft-repair,Male,<=50K
4638,State-gov,Other-service,Female,<=50K
4639,Local-gov,Prof-specialty,Male,>50K
4640,Self-emp-not-inc,Craft-repair,Male,<=50K
4641,Self-emp-not-inc,Exec-managerial,Male,>50K
4642,Private,Other-service,Male,<=50K
4643,Private,Other-service,Female,<=50K
4644,Local-gov,Other-service,Male,<=50K
4645,Private,Adm-clerical,Male,>50K
4646,Private,Transport-moving,Male,<=50K
4647,Private,Handlers-cleaners,Male,<=50K
4648,Private,Sales,Female,<=50K
4649,Private,Sales,Female,<=50K
4650,Private,Sales,Female,<=50K
4651,Private,Exec-managerial,Male,<=50K
4652,Private,Prof-specialty,Female,<=50K
4653,Private,Craft-repair,Male,<=50K
4654,Private,Handlers-cleaners,Male,>50K
4655,?,?,Female,<=50K
4656,Local-gov,Prof-specialty,Female,>50K
4657,Private,Exec-managerial,Male,>50K
4658,Private,Other-service,Female,<=50K
4659,Private,Transport-moving,Male,>50K
4660,Private,Other-service,Male,<=50K
4661,Private,Sales,Male,>50K
4662,Local-gov,Prof-specialty,Male,<=50K
4663,Private,Craft-repair,Female,<=50K
4664,Private,Handlers-cleaners,Male,<=50K
4665,Private,Other-service,Female,<=50K
4666,Private,Prof-specialty,Male,<=50K
4667,Private,Farming-fishing,Male,<=50K
4668,Private,Exec-managerial,Male,<=50K
4669,Local-gov,Prof-specialty,Male,>50K
4670,Private,Craft-repair,Male,>50K
4671,Private,Sales,Male,<=50K
4672,Private,Sales,Female,<=50K
4673,Private,Craft-repair,Male,<=50K
4674,Self-emp-not-inc,Exec-managerial,Male,<=50K
4675,Private,Tech-support,Male,>50K
4676,Private,Sales,Male,<=50K
4677,Private,Craft-repair,Male,<=50K
4678,State-gov,Prof-specialty,Female,<=50K
4679,Private,Exec-managerial,Female,<=50K
4680,Private,Exec-managerial,Male,>50K
4681,Self-emp-not-inc,Exec-managerial,Male,<=50K
4682,Private,Prof-specialty,Male,<=50K
4683,Federal-gov,Transport-moving,Male,<=50K
4684,Private,Adm-clerical,Female,<=50K
4685,?,?,Female,>50K
4686,Local-gov,Prof-specialty,Male,<=50K
4687,Private,Machine-op-inspct,Female,<=50K
4688,?,?,Female,<=50K
4689,Private,Craft-repair,Male,<=50K
4690,Private,Tech-support,Male,<=50K
4691,Private,Adm-clerical,Male,<=50K
4692,Self-emp-not-inc,Tech-support,Female,>50K
4693,Private,Tech-support,Male,<=50K
4694,Private,Craft-repair,Male,>50K
4695,Local-gov,Other-service,Male,<=50K
4696,Private,Sales,Male,<=50K
4697,Private,Other-service,Male,<=50K
4698,Private,Craft-repair,Male,<=50K
4699,Private,Craft-repair,Male,<=50K
4700,Private,Craft-repair,Male,<=50K
4701,Private,Handlers-cleaners,Male,<=50K
4702,Private,Sales,Female,<=50K
4703,Private,Handlers-cleaners,Male,<=50K
4704,Self-emp-not-inc,Transport-moving,Female,>50K
4705,Private,Machine-op-inspct,Female,<=50K
4706,Private,Farming-fishing,Male,<=50K
4707,Self-emp-not-inc,Craft-repair,Male,<=50K
4708,Private,Other-service,Male,<=50K
4709,Private,Prof-specialty,Male,>50K
4710,Private,Craft-repair,Male,<=50K
4711,Federal-gov,Protective-serv,Male,<=50K
4712,Private,Adm-clerical,Female,<=50K
4713,Federal-gov,Craft-repair,Male,<=50K
4714,Private,Handlers-cleaners,Female,<=50K
4715,Private,Adm-clerical,Male,<=50K
4716,State-gov,Other-service,Female,<=50K
4717,Private,Craft-repair,Male,>50K
4718,Private,Other-service,Female,<=50K
4719,Private,Exec-managerial,Female,<=50K
4720,Self-emp-not-inc,Other-service,Female,<=50K
4721,?,?,Male,>50K
4722,Private,Sales,Male,<=50K
4723,Private,Craft-repair,Male,<=50K
4724,Self-emp-not-inc,Sales,Male,<=50K
4725,Private,Craft-repair,Male,<=50K
4726,Private,Transport-moving,Male,<=50K
4727,Private,Prof-specialty,Male,>50K
4728,State-gov,Prof-specialty,Female,<=50K
4729,?,?,Female,<=50K
4730,Local-gov,Other-service,Female,<=50K
4731,Private,Craft-repair,Male,<=50K
4732,Private,Farming-fishing,Male,<=50K
4733,Private,Adm-clerical,Male,<=50K
4734,Private,Other-service,Female,<=50K
4735,Private,Sales,Male,<=50K
4736,Private,Exec-managerial,Male,>50K
4737,Private,Machine-op-inspct,Male,<=50K
4738,State-gov,Transport-moving,Male,<=50K
4739,Federal-gov,Exec-managerial,Female,<=50K
4740,Private,Prof-specialty,Male,>50K
4741,Private,Prof-specialty,Female,<=50K
4742,Local-gov,Prof-specialty,Male,>50K
4743,Private,Sales,Male,<=50K
4744,Private,Exec-managerial,Male,<=50K
4745,?,?,Female,<=50K
4746,Private,Sales,Male,>50K
4747,Private,Prof-specialty,Male,>50K
4748,Private,Exec-managerial,Male,<=50K
4749,Local-gov,Prof-specialty,Female,<=50K
4750,Self-emp-inc,Sales,Male,>50K
4751,Private,Prof-specialty,Male,<=50K
4752,?,?,Male,<=50K
4753,Private,Craft-repair,Male,>50K
4754,Self-emp-inc,Exec-managerial,Female,<=50K
4755,?,?,Male,<=50K
4756,Self-emp-not-inc,Craft-repair,Male,<=50K
4757,Federal-gov,Machine-op-inspct,Male,<=50K
4758,Private,Craft-repair,Male,>50K
4759,Private,Sales,Female,<=50K
4760,Private,Sales,Female,<=50K
4761,Federal-gov,Prof-specialty,Male,>50K
4762,Private,Adm-clerical,Female,<=50K
4763,Federal-gov,Protective-serv,Male,>50K
4764,Self-emp-not-inc,Prof-specialty,Male,<=50K
4765,Private,Machine-op-inspct,Male,>50K
4766,?,?,Male,<=50K
4767,Private,Prof-specialty,Female,<=50K
4768,Federal-gov,Tech-support,Male,>50K
4769,State-gov,Craft-repair,Female,<=50K
4770,Private,Other-service,Female,<=50K
4771,Local-gov,Other-service,Male,<=50K
4772,Local-gov,Other-service,Female,>50K
4773,Self-emp-not-inc,Farming-fishing,Male,<=50K
4774,Private,Tech-support,Female,<=50K
4775,Self-emp-not-inc,Craft-repair,Male,<=50K
4776,Private,Prof-specialty,Male,>50K
4777,Private,Sales,Male,<=50K
4778,?,?,Male,<=50K
4779,Private,Sales,Male,<=50K
4780,Private,Exec-managerial,Male,>50K
4781,Self-emp-not-inc,Craft-repair,Male,<=50K
4782,?,?,Male,>50K
4783,Private,Handlers-cleaners,Male,<=50K
4784,Private,Exec-managerial,Male,>50K
4785,Private,Craft-repair,Female,<=50K
4786,Private,Transport-moving,Male,<=50K
4787,Private,Machine-op-inspct,Male,<=50K
4788,Private,Prof-specialty,Male,<=50K
4789,Federal-gov,Other-service,Male,<=50K
4790,Self-emp-not-inc,Prof-specialty,Male,<=50K
4791,Private,Adm-clerical,Female,<=50K
4792,Private,Machine-op-inspct,Male,<=50K
4793,Private,Handlers-cleaners,Male,>50K
4794,Private,Machine-op-inspct,Male,<=50K
4795,Private,Exec-managerial,Male,<=50K
4796,Private,Adm-clerical,Female,<=50K
4797,Self-emp-inc,Sales,Male,>50K
4798,Local-gov,Transport-moving,Male,<=50K
4799,Local-gov,Adm-clerical,Male,<=50K
4800,Private,Transport-moving,Male,<=50K
4801,?,?,Male,<=50K
4802,Private,Machine-op-inspct,Male,<=50K
4803,Private,Other-service,Female,<=50K
4804,Private,Farming-fishing,Male,<=50K
4805,Federal-gov,Prof-specialty,Female,>50K
4806,Private,Transport-moving,Male,>50K
4807,Local-gov,Sales,Male,>50K
4808,State-gov,Adm-clerical,Male,>50K
4809,Private,Tech-support,Male,<=50K
4810,Private,Sales,Male,>50K
